,0
0,899870.3800195397
1,914607.190766269
2,905400.1764993
3,898814.9565539286
4,895392.3366702474
5,905082.9118992492
6,929845.0931350536
7,935734.185950479
8,951671.2254629626
9,956922.5911173045
10,945943.0426845173
11,947746.0816133027
12,958914.1284297089
13,954780.3488087566
14,937931.6499206817
15,936022.2009763146
16,919800.8851235136
17,914568.0596200646
18,943009.2813852126
19,936198.0166306284
20,951229.9025967917
21,955030.8811525024
22,948911.3385453245
23,948795.478440389
24,918745.6534406999
25,917806.3108893776
26,898923.9609542553
27,909446.1119108386
28,927374.7005607254
29,925716.5374678313
30,929964.831390206
31,936450.6181521168
32,958055.9471653913
33,950789.5244980224
34,950753.7373554308
35,932336.5071476331
36,929567.047160859
37,925723.5406468891
38,933663.8604493904
39,908449.2391637112
40,900691.6342731385
41,910205.8134157774
42,886267.3307621516
43,872679.0992798248
44,861233.6535467812
45,857391.4606042751
46,853168.5379428325
47,839468.0796339998
48,872498.0428960649
49,882565.152113168
50,889224.2418497894
51,917853.7722985419
52,911959.4917474375
53,928655.4853344634
54,931460.196303464
55,934548.0004114616
56,886137.7461975687
57,881931.3521058831
58,886871.9922842
59,849326.853341431
60,877043.2701450444
61,865899.4645710012
62,863045.5395021429
63,868532.9820387516
64,836610.9522019897
65,861774.173780189
66,907565.1323146005
67,873923.0891621277
68,868027.1285200368
69,853263.86115382
70,852126.5212741763
71,828360.9408190305
72,836217.0584065329
73,869585.3999005229
74,881219.8488277098
75,920674.9547380173
76,911933.4054513262
77,909084.9756457824
78,902029.002535356
79,906848.921681885
80,887150.9545485799
81,896557.4741078671
82,899263.0530518569
83,892039.4736251167
84,902136.1302789829
85,881495.0780630631
86,883841.3196412445
87,870496.0135406465
88,872589.8895280872
89,868026.2952534696
90,853143.3106466805
91,857591.6341332683
92,854830.8186868739
93,866963.765372642
94,863318.4780006413
95,874934.1224121948
96,896344.381466465
97,891544.2462138183
98,883751.7018402577
99,855750.1793817922
100,837418.3875768486
101,834791.0625748539
102,840355.3901258423
103,838635.0587136071
104,857638.753325539
105,844992.1517681046
106,844016.7177010882
107,832531.413505225
108,821581.9990791706
109,806416.2379014519
110,785357.5057583066
111,800459.1320790384
112,791051.0862795464
113,783919.0312076441
114,781617.2867181433
115,787112.7461269423
116,777025.5991445982
117,762103.3638153127
118,784256.8606868576
119,785196.6515806792
120,785375.0761468052
121,796989.3403939913
122,800822.9067195511
123,805481.6695062999
124,797863.6571314884
125,817740.1506491485
