,0
0,11356.660653305938
1,-1561.3806458050385
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,3161.470059040468
15,15668.35518978117
16,-440.3058869407978
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,3881.6043057411443
27,2601.081189523451
28,4599.677902966505
29,-14284.823006918421
30,13827.53678330942
31,53655.91052522068
32,-1088.5286744521
33,0.0
34,775.0007620165125
35,-728.3276099998038
36,-2390.4546494151
37,1103.1981873367913
38,2599.100995001849
39,-376.51089871046133
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,-1412.17163522169
83,-917.7759940803517
84,-10928.296266762074
85,7411.288276231848
86,17414.94751526788
87,4990.208137581823
88,-25241.712717602728
89,-3523.4900483076926
90,35417.04618172394
91,-72715.44796838355
92,-15465.82149151573
93,14204.057018060936
94,-6642.663626398193
95,-16222.493541856995
96,-9164.909836871317
97,-7797.191860910505
98,13578.348227177514
99,-18739.68010279606
100,27467.25696358434
101,-28707.84829589096
102,15104.92137789214
103,6199.89904182218
104,-8463.826036399696
105,-19731.09615731472
106,-29417.148520553717
107,-66173.1718784275
108,-74154.59076263593
109,41917.10784601886
110,-14190.176598998718
111,-52559.173599824775
112,58445.212337018456
113,1276.0621793654282
114,-18619.245077359956
115,-18821.359978690278
116,-21820.835556881735
117,22042.30454580323
118,75084.89683187148
119,-35765.61739860498
120,-45696.43154840986
121,8090.88167819567
122,-1938.1115562568884
123,-42946.2821767393
124,-6608.398464201717
