last_state
0.3285348203184517
3.9398
29.15
53.14
18.82
54.99
1620.0
42.57
12.28
2.96
29.97
34.270986557006836
1425.0147943496704
0.0
25.194046020507812
1364.6322231292725
694.8213891983032
0.0
0.0
716.6246700286865
2400.6966190338135
-0.031425505
0.789883928
0.236701138
-0.247524007
-1.828536561
-75.73784123
0.570815367
0.11506952599999999
-0.018596147
-0.578963198
46.53888002
51.19799583
54.67958851
44.62234142
39.12413263
36.89775858
53.11411889
61.47543478
44.88985235
47.09175286
-5.0921054219999995
43.33839193
147.08654380000002
-82.17133763
-88.86591132
-108.76883980000001
141.7506801
214.5695601
-28.02547771
-6.705187626
4.620045007
11.55011542
14.10185497
1.287797591
21.64384434
46.41209634
25.63831146
50.70655868
3.853669197
10.03413074
0.0773
-1.68
1.96
-0.45
-1.54
-80.04
1.42
0.81
0.03
1.56
0.0773
-2.29
4.08
-0.27
-1.93
-73.8
1.15
0.8
0.04
1.46
