,0
0,1288175.4583647111
1,1291031.8826402493
2,1294852.6222603512
3,1297094.532957195
4,1297227.2200052415
5,1314115.3947974811
6,1346242.5201063715
7,1346430.6304412207
8,1324492.4615646298
9,1301916.0561564392
10,1312999.0178813876
11,1317027.8157119087
12,1324291.333892095
13,1311171.1558298897
14,1316970.451985491
15,1340280.3889955622
16,1325744.4916759036
17,1326352.765762273
18,1320751.393301295
19,1318810.1885746566
20,1313915.1310971398
21,1309119.522600671
22,1334793.2567048862
23,1321366.478280629
24,1326634.6160796462
25,1326565.2049301234
26,1335348.637278653
27,1345086.866078892
28,1348208.6559153683
29,1340769.387219176
30,1376263.7783140347
31,1359234.7258192438
32,1343072.6021614845
33,1332421.9103348784
34,1317128.8959259395
35,1320310.2675740432
36,1328938.7788940824
37,1311476.2674351078
38,1304047.2661158666
39,1316914.114594099
40,1350342.3122183788
41,1358152.6704860935
42,1359769.6220597373
43,1377765.6488368418
44,1395345.904980506
45,1396367.890269604
46,1406971.3678295717
47,1431424.9030989876
48,1431230.283193967
49,1420390.3932275956
50,1390139.7097890757
51,1388392.3309052973
52,1395419.9899558662
53,1400846.5307526407
54,1386629.258102715
55,1392796.439382397
56,1413027.6680851472
57,1438101.4991002386
58,1449809.2753882685
59,1436918.460461649
60,1465217.0631815405
61,1466858.0042839376
62,1472259.2414023208
63,1455211.683718952
64,1424930.925155247
65,1438743.0505367867
66,1450899.2708286599
67,1468636.704069146
68,1476830.0025116527
69,1481292.9614950048
70,1498823.4900561743
71,1477076.7596998594
72,1466711.8967169784
73,1471261.8413621865
74,1501407.6899290935
75,1464946.67608544
76,1506657.88403148
77,1507930.3903884008
78,1501624.0606849892
79,1487147.6521589647
80,1461613.4460454436
81,1458074.001039221
82,1453988.5406989916
83,1445411.5004359002
84,1413064.916608731
85,1437442.1911025476
86,1432498.0756595677
87,1429837.0851053826
88,1438303.620892641
89,1415653.678741025
90,1413690.609662076
91,1376513.0144479633
92,1387440.447346017
93,1388876.039213816
94,1392276.6230075408
95,1407895.4057589024
96,1401445.7449333481
97,1403891.5713331276
98,1429548.4980022733
99,1407926.7224983408
100,1384603.2069971191
101,1435916.5702468366
102,1472240.3398786038
103,1484248.3874112223
104,1507393.0674255844
105,1564825.9371637902
106,1550342.5746639916
107,1546811.2443031555
108,1598063.4022220664
109,1604080.0549568883
110,1598728.942119035
111,1587786.0815860152
112,1602845.0325006442
113,1566560.3447956496
114,1581250.6740602301
115,1556670.510571253
116,1569970.5952051275
117,1555977.859442775
118,1533612.832411323
119,1560728.8972009635
120,1548529.9068557054
121,1561315.9331562072
122,1556390.4551867528
123,1578911.9123065297
124,1573413.3573945947
125,1583424.7149698567
