,0
0,1165814.9026069734
1,1178750.9438368795
2,1177034.764236709
3,1181407.7895187098
4,1165963.3411848359
5,1157439.6799686311
6,1142495.1948702894
7,1119469.916943465
8,1126005.9092163367
9,1123063.236764637
10,1142541.2078495768
11,1138570.941104917
12,1161531.5120713997
13,1146914.8262436483
14,1163879.000080817
15,1170573.8728231778
16,1175635.0395130343
17,1196379.9547867887
18,1199232.3350501265
19,1197836.3212003368
20,1204355.0529046522
21,1242029.9970447095
22,1218085.773652237
23,1231996.2438755874
24,1228393.175018449
25,1225395.229447212
26,1249932.5736422862
27,1258518.5687652356
28,1257935.984729367
29,1260818.0253258084
30,1276074.845799153
31,1289271.4589076317
32,1281723.4588933263
33,1276124.081910147
34,1247090.38013748
35,1261043.344172049
36,1260534.1779801915
37,1246748.0580066326
38,1269300.1990466127
39,1269589.8152112828
40,1281210.355236482
41,1267854.0322005223
42,1280410.2193536523
43,1275775.4302455406
44,1272548.850623571
45,1269381.945480207
46,1257096.592537379
47,1270521.9010491334
48,1251438.8436613446
49,1271978.3250788976
50,1294208.271046907
51,1300283.3018118513
52,1310973.2564994306
53,1300972.4680885174
54,1303720.0184629355
55,1290391.5578837593
56,1282236.9515667986
57,1285466.2194460134
58,1279191.8191714429
59,1276289.5146188766
60,1302226.9230687285
61,1320935.7294289717
62,1319232.0929279448
63,1317418.6881605575
64,1322553.5390451073
65,1342708.219433901
66,1355740.177869763
67,1351821.710358882
68,1345855.0762688366
69,1347770.2890113646
70,1348484.6644444258
71,1328161.635166771
72,1332701.1756749474
73,1344413.8755992504
74,1359435.1591626883
75,1349622.9527480605
76,1357751.2121728882
77,1379180.6694636515
78,1374763.2155425518
79,1366088.069615462
80,1344203.4333262513
81,1353757.1740124808
82,1352465.5376944912
83,1355400.2738245442
84,1350541.2671280822
85,1308669.4632743723
86,1308220.054602171
87,1302070.5893446535
88,1303786.6194109449
89,1313962.9217636872
90,1337219.151095575
91,1327013.0446275743
92,1336093.8280808653
93,1344272.1134402833
94,1327258.7039814182
95,1352569.3071698602
96,1341246.2582435536
97,1351059.640945346
98,1342366.3846733859
99,1339457.1089108014
100,1335641.7969482979
101,1347601.0446515481
102,1347376.0436669153
103,1341891.6668546791
104,1359441.237698003
105,1368981.2800078434
106,1388229.7124336616
107,1410583.4487292774
108,1399779.818001156
109,1363113.4375194963
110,1340797.041463364
111,1352951.1153721022
112,1345101.7767341156
113,1368634.3057296032
114,1377886.4459497922
115,1379749.9488702996
116,1367384.561439191
117,1365279.6837161884
118,1356261.8570848082
119,1376119.4214099278
120,1368118.8881151413
121,1337621.1815687353
122,1337335.3575538401
123,1299633.7226259692
124,1232964.886996003
125,1271590.882839078
