,0
0,7960.857434040168
1,-8105.3861380260205
2,-14063.361452311743
3,6387.505431669764
4,1906.379394558142
5,27887.223948490224
6,-11140.080577731133
7,9192.751581692486
8,8943.086891988758
9,-12747.166925740428
10,-642.0965960326139
11,-655.6880876959767
12,-2675.3453633913305
13,-17120.029084858485
14,-6132.245009675855
15,-19136.473044287995
16,-23195.843061925145
17,27718.713076561922
18,-11152.01938221557
19,32724.44167397276
20,9944.023856487125
21,-7503.351307150908
22,779.0477844983106
23,-33039.97838217416
24,196.51738532120362
25,-17304.43209853093
26,1439.7076887298608
27,25201.432192859473
28,-4836.650553053245
29,9267.52771773911
30,8261.137505246792
31,22517.664755622856
32,-1945.1784914623713
33,-1118.9646135851508
34,-21930.756914076977
35,-4157.705684407614
36,-3806.1793762366287
37,8231.990783551708
38,-23282.796848173486
39,-8738.7037535446
40,13664.140357895056
41,-14593.990746532334
42,-3354.8494884844404
43,-14916.27586169471
44,-4658.298398680054
45,-5759.92244115239
46,-18045.718569509918
47,23418.836892521358
48,13313.260213881615
49,1407.1145832149778
50,37431.41515685385
51,-7902.657158051152
52,21796.35679682973
53,49.34164000477176
54,7865.9868723632535
55,-48842.388811876765
56,-1519.2799872910837
57,-137.2390936195152
58,-37545.98653518304
59,20027.182513700798
60,-7869.974614362232
61,5160.338102541398
62,2389.9477233854122
63,-32646.09929150995
64,31946.438089321717
65,50172.21713633044
66,-26422.660431314725
67,2007.9987102261512
68,1999.9185454312246
69,-7334.478367967531
70,-36736.033791958354
71,13615.615907813422
72,21488.49090940936
73,5190.3188410620205
74,43855.75522486586
75,-10298.358322388609
76,-4183.4323655542685
77,-10551.417685392895
78,5138.588298269664
79,-25158.522562439437
80,5173.83328560763
81,5274.940876641078
82,-13453.137670155149
83,11732.035633374588
84,-6224.785347664845
85,11442.925966898445
86,-19153.52908822894
87,1712.10994088999
88,-4404.874661661452
89,-15447.587636689423
90,4483.964529491612
91,-3229.894725684775
92,13442.741932163713
93,-3981.3620067583397
94,10489.26044689794
95,27181.29461590934
96,872.9508751974208
97,-5570.574393297313
98,-25503.578841999406
99,-15062.669383268221
100,-3952.5918938170653
101,5989.071931867045
102,-1160.7073296564631
103,11820.318617079174
104,-13980.657940020552
105,492.251591969165
106,-9598.382356346003
107,-18018.592167284456
108,-17496.50373465591
109,-17407.712532663485
110,6699.6496203418355
111,-9437.015433323802
112,-9716.3132046588
113,-2712.57581016724
114,6768.759278672747
115,-15685.377081325976
116,-460.4911305803107
117,22591.763420860283
118,-2995.7759798089974
119,-5650.381285035866
120,14687.98393857549
121,1570.1405670808163
122,11013.113433274557
123,-7853.986070594983
124,15769.74262666842
