,0
0,1990.9100130114239
1,2474.663522637915
2,2668.265274165664
3,-4009.062146320939
4,-3575.099000643706
5,-6760.555389301386
6,-9367.009077500552
7,3289.168571585673
8,-2225.657755004824
9,9568.525882867398
10,-601.198931958992
11,7754.6903679075185
12,-5822.401039022952
13,14428.61255204212
14,3766.7954616139177
15,4122.508418023819
16,4790.484362456249
17,6571.853064351017
18,-4090.4344283060636
19,19891.626741698245
20,24899.160662372364
21,-21120.42509509041
22,12037.66481021
23,-254.9831219324842
24,96.88820649706759
25,19813.29156432161
26,-2923.2460277108476
27,-4520.8241541420575
28,-5483.475285162218
29,15264.589077628916
30,7692.784498127643
31,-3368.246120895259
32,-7872.2752398406155
33,-21721.341366682667
34,11247.728416243568
35,482.7920072900597
36,-7475.172518150881
37,36531.06274539395
38,-1774.767903246684
39,9948.011912985006
40,-9816.18530920893
41,25265.94242947991
42,-10429.537146181567
43,-6521.946060340619
44,3775.5077804513276
45,-17260.23246639059
46,10328.470301733585
47,-18777.080198121723
48,17573.671839973424
49,10740.129056185484
50,6856.374287853716
51,15484.073233738076
52,-12424.277482545935
53,892.5384490008
54,-7895.533727753675
55,-6922.902146251174
56,3955.5996508875396
57,-4406.1188601958565
58,-1915.0421976405196
59,19673.770572887966
60,15579.534568806877
61,-988.2800643206574
62,-3154.9225429059006
63,3565.8212105650455
64,7498.2782765121665
65,-1059.5114224089775
66,-3432.698379219044
67,-595.174447743455
68,-547.0242619290948
69,565.9355963391718
70,-11222.924385683145
71,2522.034405257553
72,5458.047618156066
73,10868.228582513984
74,-5446.325844633626
75,-521.4200193479192
76,11361.644729252672
77,-3060.372966554947
78,-11051.865977545734
79,-15870.411519413814
80,-2197.0017748354003
81,5232.289041487733
82,3610.5796373081394
83,-1333.436532343505
84,-17148.55531407823
85,-10300.819409283577
86,1156.6369651323184
87,4583.97935882234
88,2471.6206353877205
89,7408.108249112265
90,-19075.98614576878
91,6896.064488343662
92,1808.7516731051728
93,-3938.2109251343645
94,13263.646144021302
95,-8886.382775228936
96,4588.948566482868
97,-6995.928619041108
98,724.9425639566034
99,671.5474044566508
100,1800.922300512204
101,-4182.033270547632
102,-6182.870909627527
103,7731.137018762063
104,268.80467881215736
105,7323.156643382274
106,14153.85063799913
107,3056.6544155608863
108,-12339.010613421677
109,-14847.292675076984
110,5753.52410787018
111,-2333.6560372381937
112,16029.992360850563
113,4658.051607626956
114,1278.9248290031683
115,-9740.411850914592
116,1993.9465018818155
117,-5343.706353872316
118,29738.233319844352
119,-3450.7314347631764
120,-2791.4483259762637
121,-524.484858921729
122,-20261.638905083528
123,-29428.751709937584
124,19507.294030696852
