,0
0,1648.859457188868
1,205.72259580914397
2,3226.7861817232333
3,10011.76724279765
4,1516.1078181712655
5,-5254.882152898121
6,7250.088056139881
7,-742.5724108882714
8,-5404.852353661903
9,-12579.702432341757
10,1594.133570541977
11,79.67530229210388
12,5808.236545877415
13,2029.6314547519432
14,-1822.5808471384225
15,-901.4213524739025
16,2913.793599237106
17,-5439.3446347459685
18,-2496.092204647488
19,3722.8703153386014
20,2723.0198801408987
21,3435.878207861213
22,1664.0618349162396
23,-6437.8841857203515
24,-8485.751011622837
25,-8148.828731517424
26,-10236.428283680114
27,-540.5943134550471
28,3374.020035936497
29,2360.1026005633175
30,3804.2338256123476
31,1308.6620456998935
32,4152.598465837771
33,-8268.70728225226
34,-8400.697246437077
35,5138.997744858614
36,-5212.905898221652
37,-6382.029237178736
38,2143.113128920784
39,-2568.2005385427037
40,8730.164806946763
41,3472.0273302530404
42,-2486.1104030242423
43,-13363.916497083032
44,15698.733692897833
45,20016.017048967653
46,-7985.636139758513
47,13985.341460540541
48,-5001.8199157995405
49,-6006.510369065334
50,-14957.719536455348
51,-19503.43394448457
52,-5701.867423302727
53,544.6945774083724
54,-27175.157052060706
55,10083.75429534202
56,-4866.408348381985
57,-137.12522237515077
58,-1447.1621897858568
59,6975.8146383774
60,6975.870431356365
61,19256.00333663996
62,-856.4289476565318
63,-12146.512831218075
64,-10732.607924100826
65,-17017.945410605753
66,-9154.280910282512
67,1234.794415416778
68,7954.37428272923
69,-3332.211882666219
70,3629.50959446677
71,10199.732800438185
72,64.69471136340871
73,-4948.747670393088
74,5006.720474923844
75,1254.7732599177398
76,76.77737781137694
77,-4207.57209696318
78,7269.732182082254
79,11790.01013608207
80,-556.8622382970061
81,6698.965816662414
82,-9070.324890888296
83,8708.901209171861
84,2353.446845407365
85,-6013.7870878916
86,-3922.928246428841
87,10753.45957584749
88,-904.3970027207397
89,-1372.5244634865085
90,-13175.230418139952
91,-4101.626851357287
92,6034.289853066439
93,3499.367251301883
94,-7901.857140988344
95,-13116.90273056156
96,13863.44015536562
97,-4776.770139955333
98,19100.64667862805
99,10314.463835892268
100,303.4047093123663
101,-333.02490636950824
102,-13322.28303276631
103,-919.0782889638795
104,21166.214167075348
105,-6388.257892323891
106,-5054.746226146817
107,3399.665725116851
108,-18277.370427133865
109,6533.385254836176
110,-3352.0764773897827
111,5722.143269715598
112,-15241.513841980952
113,-16036.345902688918
114,-23354.76890584221
115,-12988.660540777375
116,21418.784694724018
117,-26751.707572368556
118,-1827.7896975394106
119,-10091.274280450307
120,4048.5978845190257
121,5654.276318539865
122,19794.15237407526
123,2753.0401515084086
124,-7377.4074790604645
