Date,ppo_strategy,a2c_strategy,ddpg_strategy,ensemble_strategy,SSE 50 Index
2019/6/14,0.005189285,0.00170394,0.001529114,0.003278294,-0.003195736
2019/6/17,0.001503381,0.004640538,-0.002317522,0.002908339,0.00290716
2019/6/18,0.010884966,0.013319118,0.004608161,0.011098654,0.004563941
2019/6/19,0.036473003,0.040358762,0.012087922,0.02900065,0.012927987
2019/6/20,-0.000286075,-0.000758548,0.000493901,-0.00152745,0.035139706
2019/6/21,0.004925527,0.007605614,0.00326857,0.007355359,-0.001310325
2019/6/24,-0.01383831,-0.011256244,-0.00377041,-0.008943223,0.003656186
2019/6/25,-0.001254561,-0.005368039,0.003565038,0.003452234,-0.013356896
2019/6/26,0.010415912,0.013636764,0.002318362,0.011867329,-0.002279768
2019/6/27,-0.003599274,0.000142222,0.000566743,-0.0013725,0.011586586
2019/6/28,0.028614428,0.034050499,0.008510713,0.030637139,-0.002223294
2019/7/1,-0.002324461,-0.004711258,0.007417652,0.007021671,0.024684824
2019/7/2,-0.011482494,-0.022149834,-0.001857102,-0.014446611,-0.001286606
2019/7/3,-0.004374554,-0.004594706,0.001681953,-0.005524423,-0.011451861
2019/7/4,0.011901239,0.012278633,0.002685228,0.014064448,-0.003865106
2019/7/5,-0.024996132,-0.018519444,-0.011866133,-0.02360102,0.002929056
2019/7/8,-0.000267242,-0.005102004,0.000345594,-0.001345579,-0.021746047
2019/7/9,-0.005749115,-0.00138102,-0.008172311,-0.006508068,-0.005508312
2019/7/10,0.011757496,0.004807538,0.000406985,0.006052275,-0.000961461
2019/7/11,0.016933281,0.005914362,-0.00180637,0.00961777,0.003143726
2019/7/12,0.002302285,-0.000749588,0.00429179,0.005040633,0.004951189
2019/7/15,-0.009415148,-0.006141473,-0.004342922,-0.011649673,0.000165534
2019/7/16,-0.001679497,-0.000202397,0.00154236,0.000451117,-0.006218162
2019/7/17,-0.007284827,-0.009051015,-0.005548993,-0.00795142,-0.003304177
2019/7/18,0.007892897,0.009233001,0.001245456,0.003931938,-0.005518308
2019/7/19,-0.00259021,-0.001417763,-0.003127927,0.00113216,0.012752081
2019/7/22,-0.001604265,-6.21E-05,0.004296577,-0.004328655,-0.004738563
2019/7/23,0.014238282,0.003550601,0.009991645,0.010242826,-0.000279537
2019/7/24,0,0,0,0,0.008834131
2019/7/25,-0.001599543,0.016946911,-0.000838343,0.011096136,0.00847245
2019/7/26,-0.003281712,0.003239175,0.002334167,-0.001455931,0.002790314
2019/7/29,0.008265055,0.003445843,0.002510917,0.00371529,-0.003016172
2019/7/30,-0.00898763,-0.005791528,-0.003763197,-0.013072919,0.00461899
2019/7/31,-0.008043779,-0.010011049,-0.003368524,-0.007310402,-0.010653374
2019/8/1,-0.015744329,-0.011314653,-0.00639145,-0.012911675,-0.008512731
2019/8/2,-0.018552791,-0.016978305,-0.008912563,-0.020153501,-0.015269439
2019/8/5,-0.002195668,0.001548279,0.003157736,0.005838471,-0.020061676
2019/8/6,-0.010470951,-0.004478037,-0.002129996,-0.002613372,-0.009344212
2019/8/7,0.015711305,0.022870748,0.009176806,0.01734361,-0.004865033
2019/8/8,-0.001849047,-0.007783773,-0.000571344,-0.003474944,0.014422573
2019/8/9,0.018269971,0.037188531,0.00737381,0.020166131,-0.005282734
2019/8/12,-0.015567138,-0.008367789,-0.005495901,-0.012583977,0.018994252
2019/8/13,0.010134934,0.01591231,0.013694772,0.014791137,-0.01128942
2019/8/14,0.004874273,0.003567448,0.003526915,0.005752207,0.004096654
2019/8/15,0.003986835,0.005265054,0.00384641,0.004323663,0.003577578
2019/8/16,0.020121744,0.009635194,0.004452523,0.01764571,0.003495502
2019/8/19,-0.003032593,0.008790079,0.006081142,0.002384176,0.018768117
2019/8/20,-0.000344722,-0.005338374,-0.003762129,-0.00116409,-0.000548513
2019/8/21,0.005991479,0.019430143,0.01836418,0.005442089,-0.002237196
2019/8/22,0.015282179,0.023234647,0.022572665,0.031282257,0.003061843
2019/8/23,-0.018320746,-0.02228892,-0.018724344,-0.019278297,0.01368052
2019/8/26,0.019012004,0.009444283,0.010875649,0.011419943,-0.018474813
2019/8/27,-0.008175102,-0.006983485,-0.000227891,-0.002924578,0.008297319
2019/8/28,-0.004453948,0.003247119,8.66E-05,-0.002440542,-0.007000322
2019/8/29,0.009787755,0.019027517,0.017710597,0.020024025,-0.004037807
2019/8/30,0.003106104,0.00196659,-0.002567542,0.006869167,0.005936226
2019/9/2,-0.003185737,-0.002221198,-0.003980947,-0.000462913,0.007852838
2019/9/3,0.005043246,-0.003247941,-0.004847938,0.002291087,-0.000958701
2019/9/4,0.016235862,0.022307027,0.013561159,0.012100732,0.009507043
2019/9/5,0.006280331,0.005332869,0.006742878,0.010341567,0.012385509
2019/9/6,-0.000708126,-0.002315682,-0.00293256,-0.005854469,0.008536626
2019/9/9,-0.010320993,-0.011255626,-0.006874148,-0.004368631,0.00017222
2019/9/10,-0.008195341,-0.027722158,-0.019098575,-0.022751472,-0.003951387
2019/9/11,0.016937499,0.020836052,0.010082165,0.011188414,-0.004263209
2019/9/12,-0.007428295,-0.003353718,0.000428442,-0.000403766,0.014344179
2019/9/16,-0.015676186,-0.009785333,-0.006630823,-0.010936728,-0.005705367
2019/9/17,0.004737275,0.029079744,0.032621044,0.018088772,-0.01523594
2019/9/18,0.001778005,-0.001480387,-0.001534745,0.00022817,0.005907373
2019/9/19,0.002849575,0.007912113,0.008615846,0.009152988,0.000836629
2019/9/20,-0.009368905,-0.009848614,-0.008429049,-0.01042477,0.002233981
2019/9/23,0.00854006,0.019149478,0.021880011,0.009903496,-0.010974326
2019/9/24,-0.011428965,-0.007975262,-0.008838472,-0.003619769,0.003127831
2019/9/25,-0.004061316,-0.004361776,-0.005576284,-0.002529113,-0.003824895
2019/9/26,0.001124067,0.004381073,0.003246173,-0.002488631,-0.000327263
2019/9/27,-0.016671095,-0.017224121,-0.014792288,-0.009678216,0.000631174
2019/9/30,0.003367334,0.010458382,0.008984562,0.010679616,-0.010930003
2019/10/8,-0.004472054,-0.013175149,-0.01618842,-0.015019857,0.008505117
2019/10/9,0.009594472,0.009566715,0.015400222,0.016412693,0.000216162
2019/10/10,0.014625178,0.016817594,0.009269082,0.01747667,0.00609669
2019/10/11,0.012499032,0.006763505,0.005862931,0.004694013,0.014390505
2019/10/14,0.002528711,0.016174245,0.013163357,0.00822125,0.010195233
2019/10/15,-0.0055555,-0.021583286,-0.010424929,-0.007628522,0.000626109
2019/10/16,0.000385085,0.004246151,0.000756798,0.00211192,-0.003547399
2019/10/17,-0.009397338,-0.011071481,-0.006689693,-0.010223407,0.002339716
2019/10/18,0.011738469,-0.006448098,-0.005905109,-0.006319482,-0.01612954
2019/10/21,0.000497274,0.002874679,0.003394097,0.002518464,0.001933669
2019/10/22,-0.00287479,-0.00852451,-0.003767876,-0.004881031,0.001452455
2019/10/23,-0.004624295,-0.005366217,-0.001643835,-0.002268858,-0.00636082
2019/10/24,0.005913795,0.015036055,0.016915385,0.020322512,0.001599869
2019/10/25,0.014243782,0.008973285,0.013172371,0.014366779,0.002710346
2019/10/28,-0.005883396,0.004926253,-0.000824719,-0.001289719,0.004822902
2019/10/29,0.009435811,-0.007398105,-0.002634955,-0.001374591,-0.004386721
2019/10/30,0.009932063,-0.002419207,0.002986001,0.003897661,-0.005445909
2019/10/31,0.003806397,0.009113916,0.006260327,0.015239217,0.00088611
2019/11/1,0.018619441,0.009385049,-0.000879085,0.009705726,0.016216282
2019/11/4,0.01114835,0.000520425,-0.002850642,-0.002890279,0.006536262
2019/11/5,-0.001992258,-0.00473504,-0.000495668,-0.004413773,0.005857277
2019/11/6,-0.003898894,0.007018687,-0.000455794,0.001423045,-0.002363702
2019/11/7,-0.005537697,-0.001588611,0.000471767,0.000530042,0.000167338
2019/11/8,-0.003595702,-0.009323171,-0.009351071,-0.015071013,-0.006870308
2019/11/11,0.002236727,0.001938683,0.002121224,0.003417913,-0.015519512
2019/11/12,-0.002725414,0.012844787,0.004580919,0.008788692,0.001906156
2019/11/13,-0.002891843,0.004921903,0.009080068,0.01117311,-0.00124199
2019/11/14,0.001162497,-0.004384495,-0.004509292,-0.007217855,0.000302729
2019/11/15,0.010667735,0.002190071,-0.000433666,0.006022615,-0.004671376
2019/11/18,-0.001167243,0.006968726,0.009453597,0.015783051,0.008882251
2019/11/19,-0.007085287,-0.001533639,-0.002522574,-0.003202955,0.006641986
2019/11/20,-0.011322189,-0.003790106,-0.00913276,-0.006310284,-0.010871067
2019/11/21,-0.017312787,-0.024029924,-0.013235464,-0.016019931,-0.006329554
2019/11/22,0.005398542,-0.002494189,-0.001856812,0.007107362,-0.009178334
2019/11/25,0.006349478,0.003571609,0.004430333,-0.000954112,0.00991713
2019/11/26,0.001837315,0.002311968,0.003043699,0.002169916,-0.00158594
2019/11/27,-0.008869928,-0.009825658,-0.001120669,-0.003584924,-0.000761938
2019/11/28,-0.021014246,-0.030581992,-0.014428442,-0.03100372,-0.004700641
2019/11/29,-0.000286491,0.002439621,-0.008793778,-0.000343409,-0.012204888
2019/12/2,-0.001166843,-0.007897335,0.000996178,-0.004700635,0.001631801
2019/12/3,-0.007906176,-4.55E-05,0.003944118,0.001317924,0.003512473
2019/12/4,0.013632832,0.007589047,0.002118261,0.00780519,-0.002940896
2019/12/5,0.011038504,0.026281399,0.006335576,0.017699304,0.007197733
2019/12/6,-0.001787357,-0.008996964,-0.016211491,-0.007632336,0.006116127
2019/12/9,0.004825729,0.007519335,0.005957109,0.006843025,-0.002305006
2019/12/10,0.004350818,-0.001348147,0.001553223,0.006121041,0.001347066
2019/12/11,-0.006909821,-0.013770253,-0.003376601,-0.012656224,0.004308352
2019/12/12,0.032603905,0.020676665,0.011410707,0.019069834,-0.003936438
2019/12/13,-0.007678074,-0.008348743,-0.0075587,-0.008371511,0.023239031
2019/12/16,0.011131581,0.015177516,0.003933059,0.007316615,-0.002365423
2019/12/17,-0.004630791,-0.002128535,-0.005972524,-0.006434399,0.011316612
2019/12/18,-0.004294052,-0.006779643,0.000622612,-0.002167274,-0.002425735
2019/12/19,-0.007133814,-0.006242925,0.000576395,-0.002848402,-0.002667705
2019/12/20,-0.007903806,0.000262969,0.001544858,0.008953933,-0.001685747
2019/12/23,-0.001222238,-0.000946065,-0.003581877,-0.000166964,-0.009421383
2019/12/24,-0.003770125,-0.008434425,-0.005314614,-0.004070413,0.004196174
2019/12/25,0.008294914,0.003920199,0.006680964,0.013078232,-0.003591006
2019/12/26,0.00486753,0.017095667,0.000230749,0.00701762,0.008584216
2019/12/27,0.022631479,0.018203518,0.006284953,0.014060406,0.002039622
2019/12/30,-0.001701575,0.000352775,0.012071392,0.016102332,0.01490212
2019/12/31,-0.007246891,-0.02677082,0.002575834,-0.00765898,0.00015313
2020/1/2,-0.009368436,-0.033241002,-0.010371336,-0.026194391,0.009014733
2020/1/3,-0.005347973,-0.006773532,-0.012610415,-0.016371635,-0.004061623
2020/1/6,0.008412041,0.01194468,0.004949114,0.009064813,-0.006966035
2020/1/7,-0.015058205,-0.005575847,-0.001997498,-0.005801642,0.005619961
2020/1/8,0.013960552,0.016947476,0.013748369,0.01749498,-0.011763995
2020/1/9,0.006547226,0.007136251,0.003940869,0.006760126,0.009774372
2020/1/10,0.007968745,0.008548337,0.001077766,0.001352436,0.000109338
2020/1/13,-0.011760725,-0.013134289,-0.008199532,-0.00896205,0.007251715
2020/1/14,-0.002369934,0.000401506,0.001692392,-0.001539346,-0.003082979
2020/1/15,-0.010314158,-0.003600443,-0.004527888,-0.006605113,-0.007334217
2020/1/16,-0.006894007,0.004331905,0.025312738,0.014641394,-0.00487726
2020/1/17,0.005038307,-0.011964911,-0.002864697,-0.005813836,0.003312353
2020/1/20,-0.020502252,-0.017806297,-0.002324037,-0.022291708,0.004198157
2020/1/21,0.001495862,0.000939079,-0.00043768,-0.000213681,-0.017572885
2020/1/22,-0.028740319,-0.023899138,-0.01691565,-0.028191609,0.001914338
2020/1/23,-0.07371477,-0.053518269,-0.024991665,-0.051298173,-0.028293154
2020/2/3,0.026777958,0.027307944,0.01699073,0.031327734,-0.070042822
2020/2/4,0,0,0,0,0.024776382
2020/2/5,0.018514576,0.030817518,0.025086423,0.026675632,0.006526267
2020/2/6,-0.001714019,0.004015821,-0.002814458,0.00283161,0.014927125
2020/2/7,0.001000714,-0.003732843,-0.004926953,0.011536424,-0.001112933
2020/2/10,0.014735574,0.022390176,0.010444328,0.016261065,-0.000577303
2020/2/11,0.008526531,0.004217967,0.016687539,0.010877995,0.010453554
2020/2/12,-0.009876334,-0.005483218,-0.008662152,-0.002720702,0.00546152
2020/2/13,0.000333701,-0.0007826,0.001077625,0.000886137,-0.006943845
2020/2/14,0.024764507,0.014909257,0.00660175,0.012066497,0.006811038
2020/2/17,-0.006987263,-0.009676463,-0.010833521,-0.017989152,0.01899975
2020/2/18,0.004567089,0.006268327,-0.004703757,0.004163741,-0.008702099
2020/2/19,0.024214395,0.015566982,0.007456765,0.012143124,-0.00021707
2020/2/20,0.001486054,0.000717032,-0.003064015,-0.001387968,0.018612861
2020/2/21,-0.015700865,-0.01069621,-0.010797686,-0.009595307,-0.003372795
2020/2/24,-0.010637067,-0.007420623,-0.001253909,-0.009846599,-0.012837981
2020/2/25,-0.001719919,0.000102383,-0.008378202,0.002107522,-0.007067906
2020/2/26,0.002934686,0.009339233,0.003036554,0.018881205,-0.002629683
2020/2/27,-0.037297033,-0.024464853,-0.020545015,-0.027093229,0.003571387
2020/2/28,0.028644323,0.031084768,0.009206964,0.047362957,-0.031247721
2020/3/2,0.007502211,0.009898654,0.016604537,0.008481859,0.030784513
2020/3/3,0.009970582,0.008624003,-0.00172952,0.005149861,0.004662218
2020/3/4,0.026636081,0.014697449,0.022368751,0.021767969,0.008941847
2020/3/5,-0.017060407,-0.015184518,-0.000907992,-0.015370385,0.023919222
2020/3/6,-0.035409168,-0.022142976,-0.020631645,-0.032268667,-0.017638855
2020/3/9,0.025193299,0.020592387,0.011778545,0.031456705,-0.032381265
2020/3/10,-0.007987412,-0.008184934,-0.009480579,-0.012806885,0.019306409
2020/3/11,-0.016331471,-0.010749226,-0.013716268,-0.019141405,-0.012261507
2020/3/12,-0.022339716,-0.014122515,-0.010973745,-0.020754075,-0.016057133
2020/3/13,-0.031297791,-0.031419595,-0.020871465,-0.040305905,-0.015205196
2020/3/16,-0.015006714,-0.008433742,-0.004262232,-0.013688665,-0.037425947
2020/3/17,-0.025823909,-0.019234609,-0.006913402,-0.01457169,-0.003129966
2020/3/18,-0.021779408,-0.017370673,-0.014493425,-0.020689463,-0.022283254
2020/3/19,0.026516883,0.026160969,0.010512296,0.035649307,-0.021311231
2020/3/20,-0.025773191,-0.020642149,0.002309276,-0.010874558,0.022813934
2020/3/23,0.03584568,0.030928689,0.023117428,0.0455004,-0.02617428
2020/3/24,0.030688514,0.019685814,0.021647712,0.024534538,0.031162526
2020/3/25,-0.009196363,-0.008485618,0.00453257,-0.00843063,0.023036858
2020/3/26,0.004180015,0.008846504,0.004068313,0.014744211,-0.004039054
2020/3/27,-0.003750535,0.003218038,0.000695252,6.00E-05,0.004523292
2020/3/30,0.010425566,-0.007721224,0.001860822,0.006982548,-0.004220964
2020/3/31,-0.007210363,-0.005804743,-0.010582533,-0.011794679,-0.000246465
2020/4/1,0.020552739,0.006540014,0.007480331,0.014092742,-0.002714195
2020/4/2,-0.008261291,-0.003116626,0.005602701,0.002220487,0.014096115
2020/4/3,0.015876543,0.024536984,0.008750971,0.028813403,-0.004067008
2020/4/7,-0.007165846,-0.004046525,-0.004328815,-0.003547696,0.017934642
2020/4/8,-0.000146823,0.001734953,0.008028407,0.006959194,-0.004903122
2020/4/9,0.000248086,-0.00108086,-0.005155217,-0.00177326,0.003171232
2020/4/10,-0.000361442,0.005192206,-0.000441191,0.00702179,-0.000995935
2020/4/13,0.012758106,0.011907737,0.010995959,0.014668552,-0.003883853
2020/4/14,-0.003709754,-0.011194215,-0.006192343,-0.011978265,0.016995461
2020/4/15,0.003760615,0.002748968,0.000654006,0.000446715,-0.00762162
2020/4/16,0.028440839,0.017935479,0.000616214,0.012709768,0.001364918
2020/4/17,0.001555499,0.004875196,-0.000451767,0.007256931,0.014743585
2020/4/20,-0.016447374,-0.012541709,-0.006616275,-0.014538112,0.003815526
2020/4/21,0.017377762,0.015221086,0.006602517,0.021306873,-0.012504815
2020/4/22,0.003451388,-0.006922048,-0.005537546,-0.009856543,0.007076412
2020/4/23,-0.006116105,-0.00269415,-0.00410548,-0.002051674,-0.002345058
2020/4/24,0.011788404,0.008534729,0.006610388,0.009257382,-0.007733853
2020/4/27,0.004659249,0.004795846,6.10E-05,0.001507646,0.01051709
2020/4/28,0.005099911,0.006054416,-0.000559117,0.000706194,0.007100726
2020/4/29,-0.001190461,0.003814918,0.00406358,-0.002123237,0.006964258
2020/4/30,0.006212096,0.007860627,0.009475709,0.017624613,0.006008617
2020/5/6,-0.000799909,0.004830747,-0.000932035,0.010856244,0.000676996
2020/5/7,0.008873467,0.007288909,0.00768136,0.003085231,-0.003290052
2020/5/8,0.004933746,0.006228385,-0.009512066,0.000503857,0.006512525
2020/5/11,-0.002628932,-0.005185673,0.000509323,0.003123011,-0.000405463
2020/5/12,3.28E-05,-0.003645998,-0.001146974,-0.000668312,-0.000783572
2020/5/13,-0.011656579,-0.01850526,-0.003630361,-0.011951947,-0.000656887
2020/5/14,-0.009498357,-0.010159566,-0.007426215,-0.011689714,-0.011570024
2020/5/15,0.011063348,0.010241596,0.003704641,0.01782711,-0.00523603
2020/5/18,0.004620349,0.003888643,0.00561009,0.002350066,0.006199615
2020/5/19,0.001796951,-0.005816208,0.001572894,-0.002997637,0.008281521
2020/5/20,0.002632622,-0.003568539,0.002253775,0.007774943,-0.001582987
2020/5/21,-0.02425382,-0.022227513,-0.016339904,-0.02818634,-0.00326171
2020/5/22,0.00188126,-0.000333704,0.001004545,0.012739614,-0.024945098
2020/5/25,0.001644488,0.005386054,0.003780902,0.004233282,0.005007512
2020/5/26,-0.007889819,-0.01145121,-0.007531155,-0.013848155,0.006858205
2020/5/27,0.008742707,0.005662902,0.002549346,0.00153249,-0.004756836
2020/5/28,0.001796583,-0.008161237,-0.004161748,0.000823804,0.00507394
2020/5/29,0.032545455,0.020330225,0.013912653,0.029332525,-0.001067921
2020/6/1,0.0046007,-0.001358386,0.001565661,-0.005699609,0.022692953
2020/6/2,0.005715347,0.008432019,0.004357405,-0.002886642,0.005422673
2020/6/3,3.75E-05,-0.010815731,-0.003598439,-0.002120945,0.001104604
2020/6/4,0.007296916,-0.000883543,0.003353098,0.005013454,-0.001988606
2020/6/5,0.003401939,0.005384579,-0.000121571,-0.011003284,0.004503838
2020/6/8,0.006599749,0.006898129,0.003424834,0.013164363,0.004570305
2020/6/9,-0.002264216,0.004204531,-0.001507756,0.012443062,0.006433079
2020/6/10,-0.015725721,-0.008700877,-0.006883847,-0.012166254,-0.006771496
2020/6/11,0.002763768,-0.008300268,0.000991342,0.003811708,-0.010989366
2020/6/12,-0.02173525,-0.011952694,-0.010418786,-0.016807439,0.002643026
2020/6/15,0.012532251,0.008114546,0.008492514,0.016553428,-0.015778944
2020/6/16,-0.002419978,-0.003353267,0.003062114,0.007281878,0.014227047
2020/6/17,0.003328759,0.004502266,-0.001880923,0.003666444,0.000743211
2020/6/18,0.015530584,0.010747509,0.00806871,0.016446353,0.002716085
2020/6/19,9.05E-05,-0.005521391,-0.001138346,-0.003143061,0.012799808
2020/6/22,0.008609341,-0.007730417,-0.000554009,0.008827413,-0.001382156
2020/6/23,0.008434417,0.011859343,0.005540146,0.001618875,0.001206239
2020/6/24,-0.013719764,-0.022213444,-0.007831208,-0.008982871,0.006172558
2020/6/29,0.002677248,0.004458393,0.001926512,0.000814213,-0.006111793
2020/6/30,0.024745755,0.033817328,0.011810508,0.020769589,0.005671097
2020/7/1,0.042148924,0.038659643,0.014962627,0.022148782,0.023040548
2020/7/2,0.035212555,0.035169171,0.024048083,0.004293443,0.024711107
2020/7/3,0.061342235,0.056641706,0.046925379,0.031809267,0.024291315
2020/7/6,0.031132993,-0.006614206,-0.001933617,0.023911606,0.068049107
2020/7/7,0.029818643,0.027803894,0.001553778,-0.002522736,0.002259719
2020/7/8,0.023642692,0.023242419,-0.006177303,0.015962258,0.014248228
2020/7/9,-0.027700713,-0.041606349,-0.01921814,-0.008568223,0.00352064
2020/7/10,0.013571714,0.015937841,0.005105585,0.024822217,-0.026217305
2020/7/13,-0.012894829,-0.001595739,0.000542447,-0.006230551,0.011437206
2020/7/14,-0.006142308,-0.01392971,-0.014733804,-0.000602551,-0.012413679
2020/7/15,-0.074902817,-0.053031867,-0.014679129,-0.058876933,-0.010234851
2020/7/16,0.002890176,0.005570405,0.002021437,0.014349781,-0.04579067
2020/7/17,0.030496691,0.080319975,0.018329888,0.028111882,0.007547631
2020/7/20,0.01299867,-0.007033062,-0.006919545,0.002945905,0.032023727
2020/7/21,-0.001865335,-0.005539852,-0.002376812,0.002632861,-0.00033468
2020/7/22,-0.0087657,-0.006457658,-0.011001278,-0.001110637,0.001383072
2020/7/23,-0.044617095,-0.043020649,-0.019268435,-0.04286492,-0.002202797
2020/7/24,0.005340313,0.005870486,-0.002620244,0.013194021,-0.038313238
2020/7/27,0.013584006,-0.00126469,0.002499222,0.010750116,0.001565786
2020/7/28,0.018581652,0.025067096,0.010836433,0.008269128,0.007163499
2020/7/29,-0.006401615,-0.003476248,-0.008186106,0.003175156,0.018046603
2020/7/30,0.003240102,0.002041005,0.003532708,-0.001766642,-0.0036584
2020/7/31,0.008902766,0.020193366,0.008449043,-0.000255449,0.005513877
2020/8/3,0.017944856,0.0149329,0.015245405,0.005347019,0.009775439
2020/8/4,-0.008748882,-0.015577578,-0.007106183,-0.008033489,0.009457922
2020/8/5,0.003094792,0.004467417,0.010417231,-0.014026324,-0.005985326
2020/8/6,0,0,0,0,-3.31E-05
2020/8/7,0.005326499,0.009125567,0.002217419,0.000133538,-0.008643095
2020/8/10,-0.004534097,-0.016141735,0.002959446,-0.000791322,0.006745226
2020/8/11,-0.001407174,-0.009837877,0.001731402,-0.015419465,-0.006980363
2020/8/12,-0.000423281,0.000166745,0.000102296,-0.001466895,-0.004010728
2020/8/13,0.036610337,0.028737242,0.013018671,0.010326809,-0.002428965
2020/8/14,0.043649926,0.046682862,0.02444772,0.019441763,0.014395971
2020/8/17,0.016735717,0.010769947,0.00013973,0.009437486,0.024428875
2020/8/18,-0.030618909,-0.029214741,-0.016293575,-0.008490313,-0.000450451
2020/8/19,-0.020271088,-0.021625207,-0.017045326,-0.015791238,-0.017720858
2020/8/20,0.009183446,0.007587293,0.008512808,0.004251709,-0.013038344
2020/8/21,-0.005611903,0.012565506,0.003068394,0.017214331,0.006185816
2020/8/24,0.006482528,-0.000314175,0.005515083,0.009938041,0.004260263
2020/8/25,-0.007684869,-0.012306263,-0.00990732,-0.001494203,0.003673667
2020/8/26,0.000275179,0.005404904,0.004422989,-0.000529674,-0.009951798
2020/8/27,0.025804908,0.020493272,0.017699666,0.016088064,0.003934055
2020/8/28,-0.002729707,-0.015905156,-0.010845415,-0.001213882,0.023597071
2020/8/31,0.003036759,-0.000361668,0.000458817,-0.000950088,-0.007288333
2020/9/1,-0.001990857,-0.000627541,-0.004223139,-0.002801224,0.003351757
2020/9/2,-0.005738238,-0.001728305,-0.001469773,-2.51E-06,-0.002322378
2020/9/3,-0.011721527,-0.010627862,-0.003711723,-0.008208746,-0.003851547
2020/9/4,-0.020372725,-0.024441792,-0.003649862,-0.019171698,-0.007558244
2020/9/7,0.020943748,0.030893727,0.019611452,0.004243659,-0.016857107
2020/9/8,-0.011568256,-0.020908372,-0.01005907,-0.016638455,0.011215347
2020/9/9,0.010225571,0.008825614,0.003986886,0.005781099,-0.016477937
2020/9/10,0.006604159,0.004743845,-5.23E-05,0.009066098,0.003028244
2020/9/11,0.000243763,0.005393802,0.006621184,0.012908369,0.006160804
2020/9/14,0.001561494,0.006475247,0.007292649,-0.000682395,0.008774806
2020/9/15,-0.009995571,-0.001570774,0.002320883,-0.010913903,0.00713067
2020/9/16,-0.018499889,-0.004417789,-0.005517891,-0.021446268,-0.00664828
2020/9/17,0.044130114,0.039869979,0.026473151,0.020468856,-0.009375335
2020/9/18,-0.014963692,-0.009875588,-0.012373393,-0.010183566,0.025451755
2020/9/21,-0.005580197,-0.012490536,-0.011890605,-0.004563744,-0.010808601
2020/9/22,-0.007494323,-0.005693719,-0.007930094,-0.004910447,-0.012403273
2020/9/23,-0.005739036,-0.009639707,-0.011477607,-0.015877962,0.001595985
2020/9/24,0.002559859,-0.002744537,0.002415384,0.001045006,-0.017407585
2020/9/25,0.005016397,0.002181624,0.006535215,0.004560337,0.003436432
2020/9/28,-0.005178985,-0.003939577,-0.013140193,-0.002311073,0.006416821
2020/9/29,-0.00869488,-0.011863208,-0.00566461,-0.000226754,-0.00282381
2020/9/30,0.013147827,0.014103958,0.009866857,0.015657607,-0.002747242
2020/10/9,0.035980569,0.035618857,0.025383734,0.0243158,0.016841539
2020/10/12,-8.58E-05,0.001425314,0.005783984,-0.004378978,0.030736839
2020/10/13,-0.002472413,-0.007413266,0.001190552,-0.007178254,-0.000292749
2020/10/14,0.010109662,0.006134572,0.013234615,0.001344503,-0.005136035
2020/10/15,0.011351079,0.005809082,0.012759976,-0.003889304,0.000564951
2020/10/16,-0.00113362,-0.006107498,0.000732424,-0.011039978,0.002600551
2020/10/19,0.004458894,0.003772503,0.007593613,0.009053018,-0.007650919
2020/10/20,0.014623563,0.011494792,0.017380265,-0.002743408,0.0027414
2020/10/21,-0.004497375,-0.013600374,-0.000135962,-0.001350997,0.004139018
2020/10/22,-0.015343559,-0.016786823,-0.007573827,-0.01044641,-0.002337462
2020/10/23,-0.01944148,-0.016890778,-0.021297443,-0.016383173,-0.006802729
2020/10/26,0.002680319,0.009627496,-0.001256981,-0.000449218,-0.012521455
2020/10/27,0.005959527,0.001783951,0.005061724,0.012226715,-0.00321224
2020/10/28,-0.003235727,0.001097946,0.003888823,0.004111033,0.005811411
2020/10/29,-0.01885589,-0.021891639,-0.010149058,-0.012156208,0.003382891
2020/10/30,-0.004759188,-0.002055857,0.004447606,0.005295895,-0.013252218
2020/11/2,0.015692335,0.009584124,0.014525618,0.01105168,-0.004416313
2020/11/3,-0.003036312,0.010200037,0.017744756,0.017702116,0.012734115
2020/11/4,0.001830394,0.009345244,0.008141133,0.01259615,0.007469574
2020/11/5,-0.016569211,-0.00692332,-0.008891387,-0.011030212,0.01119768
2020/11/6,0.019089657,0.01931695,0.019693952,0.015837936,-0.003081642
2020/11/9,0.000246016,-0.01373087,0.00111993,-0.009723453,0.017610568
2020/11/10,-0.00115852,0.009023391,0.003682181,-0.001245055,-0.000624438
2020/11/11,-0.010118069,-0.007175961,-0.011579182,-0.000277103,-0.001437675
2020/11/12,-0.018268303,-0.01855992,-0.020808491,-0.015755239,-0.004067478
2020/11/13,0.010319149,0.014013021,0.009693189,0.01169162,-0.017379494
2020/11/16,0.003262677,0.005517388,0.008449195,0.001761628,0.011622617
2020/11/17,0.012290014,0.005630575,0.012225131,-0.001957043,0.000640844
2020/11/18,-0.000395627,-0.008040426,0.005578846,0.006469081,0.002299458
2020/11/19,-0.001938503,0.001062346,0.003021986,-0.000205706,0.006805047
2020/11/20,0.004152634,0.011047621,0.011834613,0.015719825,0.000539164
2020/11/23,-0.006408227,-0.00546796,-0.0145092,-0.003907271,0.016961737
2020/11/24,-0.004483591,-0.010748101,-0.007017146,-0.014374977,-0.007804964
2020/11/25,0.002157171,-0.005626307,0.003102139,-0.001124735,-0.006515569
2020/11/26,0.01616391,0.024913066,0.020489792,0.01173321,0.007440067
