Date,ppo_strategy,a2c_strategy,ddpg_strategy,ensemble_strategy,SSE 50 Index,turbulence
2019/3/8,1.013122833,1.091742964,0.98823243,1.017601272,0.923286259,34.91018859
2019/3/11,1.010098617,1.094203288,0.996271656,1.026080729,0.931195617,34.75513543
2019/3/12,1.005802016,1.094248369,0.989738997,1.021586115,0.935037326,30.00444971
2019/3/13,1.006026647,1.100337536,0.99421808,1.027464057,0.936477507,36.70055423
2019/3/14,1.016714396,1.117246764,1.011330535,1.050723544,0.93825512,38.27550164
2019/3/15,1.045266411,1.151165107,1.026828943,1.073725354,0.947425062,41.07426158
2019/3/18,1.036130798,1.137063406,1.019975004,1.062842458,0.971276832,44.84814659
2019/3/19,1.036528542,1.142921568,1.026949058,1.072969388,0.964989796,36.60327063
2019/3/20,1.034585496,1.140007176,1.032194287,1.081380017,0.967059942,40.26790686
2019/3/21,1.030480388,1.139182996,1.026447486,1.072930317,0.963638107,42.25772259
2019/3/22,0.994568457,1.098817572,1.001576706,1.034096775,0.961034291,40.83532792
2019/3/25,0.986226401,1.094000188,1.000063159,1.0310647,0.934490007,34.37855487
2019/3/26,0.996312869,1.114095859,1.015634849,1.058825122,0.930355215,32.59985354
2019/3/27,0.995063862,1.118071844,1.019130682,1.067522016,0.942538187,40.81541137
2019/3/28,1.044079145,1.169747059,1.041644403,1.104798573,0.939919727,45.47188455
2019/3/29,1.057994962,1.182485405,1.05614943,1.125645526,0.975856729,56.28285279
2019/4/1,1.056965851,1.180107584,1.052327332,1.120245467,0.994460576,55.35364424
2019/4/2,1.071696877,1.194333058,1.065640834,1.136677934,0.993054946,58.63649532
2019/4/3,1.091262238,1.218613055,1.083169444,1.156867472,1.003874404,70.29001947
2019/4/4,1.103939259,1.236482777,1.095039468,1.181173355,1.01487009,66.92117198
2019/4/8,1.094497278,1.226438928,1.088062406,1.168458461,1.018407749,80.60365892
2019/4/9,1.101924476,1.243916048,1.099741609,1.18742538,1.020208774,64.85442165
2019/4/10,1.084194234,1.217438766,1.076553914,1.147589199,1.024191575,68.05544463
2019/4/11,1.078716338,1.209627321,1.071629966,1.143095285,1.006771027,58.09617666
2019/4/12,1.07749612,1.204467644,1.069406169,1.139464448,1.004051044,54.35335284
2019/4/15,1.1058073,1.239521756,1.086949858,1.170400491,1.005567375,51.51965035
2019/4/16,1.108658282,1.242543806,1.090363522,1.164327113,1.039293277,55.94162633
2019/4/17,1.104598735,1.235887738,1.086492995,1.160823763,1.037364911,49.1400012
